,user_id,category,activity,rating
219,14,dining,buffet,1
220,14,activities,city_tour,2
221,14,activities,beach_activity,2
222,14,activities,cooking_class,1
223,14,activities,yoga,4
224,14,activities,golf,4
225,15,amenities,pool,2
226,15,amenities,spa,4
227,15,amenities,gym,2
228,15,amenities,tennis_court,4
229,15,amenities,business_center,5
230,15,dining,main_restaurant,2
231,15,dining,cafe,5
232,15,dining,bar,5
233,15,dining,room_service,2
234,15,dining,buffet,2
235,15,activities,city_tour,4
236,15,activities,beach_activity,2
237,15,activities,cooking_class,1
238,15,activities,yoga,3
239,15,activities,golf,1
240,16,amenities,pool,5
241,16,amenities,spa,4
242,16,amenities,gym,4
243,16,amenities,tennis_court,4
244,16,amenities,business_center,3
245,16,dining,main_restaurant,3
246,16,dining,cafe,2
247,16,dining,bar,4
248,16,dining,room_service,3
249,16,dining,buffet,3
250,16,activities,city_tour,4
251,16,activities,beach_activity,3
252,16,activities,cooking_class,3
253,16,activities,yoga,2
254,16,activities,golf,4
255,17,amenities,pool,1
256,17,amenities,spa,4
257,17,amenities,gym,3
258,17,amenities,tennis_court,1
259,17,amenities,business_center,4
260,17,dining,main_restaurant,5
261,17,dining,cafe,1
262,17,dining,bar,5
263,17,dining,room_service,2
264,17,dining,buffet,4
265,17,activities,city_tour,2
266,17,activities,beach_activity,3
267,17,activities,cooking_class,1
268,17,activities,yoga,4
269,17,activities,golf,4
270,18,amenities,pool,2
271,18,amenities,spa,1
272,18,amenities,gym,5
273,18,amenities,tennis_court,5
274,18,amenities,business_center,5
275,18,dining,main_restaurant,3
276,18,dining,cafe,1
277,18,dining,bar,1
278,18,dining,room_service,4
279,18,dining,buffet,3
280,18,activities,city_tour,5
281,18,activities,beach_activity,3
282,18,activities,cooking_class,5
283,18,activities,yoga,3
284,18,activities,golf,1
285,19,amenities,pool,5
286,19,amenities,spa,2
287,19,amenities,gym,2
288,19,amenities,tennis_court,5
289,19,amenities,business_center,2
290,19,dining,main_restaurant,4
291,19,dining,cafe,3
292,19,dining,bar,1
293,19,dining,room_service,4
294,19,dining,buffet,1
295,19,activities,city_tour,2
296,19,activities,beach_activity,2
297,19,activities,cooking_class,1
298,19,activities,yoga,1
299,19,activities,golf,2
300,20,amenities,pool,5
301,20,amenities,spa,5
302,20,amenities,gym,2
303,20,amenities,tennis_court,5
304,20,amenities,business_center,3
305,20,dining,main_restaurant,4
306,20,dining,cafe,4
307,20,dining,bar,1
308,20,dining,room_service,5
309,20,dining,buffet,5
310,20,activities,city_tour,4
311,20,activities,beach_activity,4
312,20,activities,cooking_class,1
313,20,activities,yoga,3
314,20,activities,golf,4
315,21,amenities,pool,1
316,21,amenities,spa,3
317,21,amenities,gym,2
318,21,amenities,tennis_court,2
319,21,amenities,business_center,5
320,21,dining,main_restaurant,2
321,21,dining,cafe,5
322,21,dining,bar,3
323,21,dining,room_service,5
324,21,dining,buffet,1
325,21,activities,city_tour,2
326,21,activities,beach_activity,5
327,21,activities,cooking_class,2
328,21,activities,yoga,4
329,21,activities,golf,1
330,22,amenities,pool,3
331,22,amenities,spa,1
332,22,amenities,gym,2
333,22,amenities,tennis_court,5
334,22,amenities,business_center,2
335,22,dining,main_restaurant,2
336,22,dining,cafe,4
337,22,dining,bar,2
338,22,dining,room_service,5
339,22,dining,buffet,1
340,22,activities,city_tour,5
341,22,activities,beach_activity,2
342,22,activities,cooking_class,4
343,22,activities,yoga,2
344,22,activities,golf,4
345,23,amenities,pool,1
346,23,amenities,spa,5
347,23,amenities,gym,5
348,23,amenities,tennis_court,5
349,23,amenities,business_center,5
350,23,dining,main_restaurant,1
351,23,dining,cafe,2
352,23,dining,bar,4
353,23,dining,room_service,2
354,23,dining,buffet,2
355,23,activities,city_tour,2
356,23,activities,beach_activity,2
357,23,activities,cooking_class,4
358,23,activities,yoga,1
359,23,activities,golf,1
360,24,amenities,pool,2
361,24,amenities,spa,3
362,24,amenities,gym,5
363,24,amenities,tennis_court,2
364,24,amenities,business_center,5
365,24,dining,main_restaurant,1
366,24,dining,cafe,4
367,24,dining,bar,2
368,24,dining,room_service,2
369,24,dining,buffet,1
370,24,activities,city_tour,2
371,24,activities,beach_activity,1
372,24,activities,cooking_class,5
373,24,activities,yoga,3
374,24,activities,golf,4
375,25,amenities,pool,2
376,25,amenities,spa,2
377,25,amenities,gym,5
378,25,amenities,tennis_court,4
379,25,amenities,business_center,4
380,25,dining,main_restaurant,3
381,25,dining,cafe,3
382,25,dining,bar,2
383,25,dining,room_service,1
384,25,dining,buffet,2
385,25,activities,city_tour,3
386,25,activities,beach_activity,5
387,25,activities,cooking_class,3
388,25,activities,yoga,1
389,25,activities,golf,5
390,26,amenities,pool,3
391,26,amenities,spa,5
392,26,amenities,gym,2
393,26,amenities,tennis_court,5
394,26,amenities,business_center,4
395,26,dining,main_restaurant,3
396,26,dining,cafe,5
397,26,dining,bar,1
398,26,dining,room_service,3
399,26,dining,buffet,4
400,26,activities,city_tour,5
401,26,activities,beach_activity,1
402,26,activities,cooking_class,3
403,26,activities,yoga,3
404,26,activities,golf,1
405,27,amenities,pool,1
406,27,amenities,spa,5
407,27,amenities,gym,2
408,27,amenities,tennis_court,3
409,27,amenities,business_center,1
410,27,dining,main_restaurant,2
411,27,dining,cafe,5
412,27,dining,bar,2
413,27,dining,room_service,3
414,27,dining,buffet,1
415,27,activities,city_tour,4
416,27,activities,beach_activity,2
417,27,activities,cooking_class,3
418,27,activities,yoga,3
419,27,activities,golf,4
420,28,amenities,pool,1
421,28,amenities,spa,3
422,28,amenities,gym,2
423,28,amenities,tennis_court,5
424,28,amenities,business_center,1
425,28,dining,main_restaurant,3
426,28,dining,cafe,2
427,28,dining,bar,5
428,28,dining,room_service,4
429,28,dining,buffet,1
430,28,activities,city_tour,4
431,28,activities,beach_activity,1
432,28,activities,cooking_class,1
433,28,activities,yoga,4
434,28,activities,golf,2
435,29,amenities,pool,2
436,29,amenities,spa,1
437,29,amenities,gym,1
438,29,amenities,tennis_court,3
439,29,amenities,business_center,3
440,29,dining,main_restaurant,5
441,29,dining,cafe,2
442,29,dining,bar,4
443,29,dining,room_service,2
444,29,dining,buffet,2
445,29,activities,city_tour,5
446,29,activities,beach_activity,3
447,29,activities,cooking_class,2
448,29,activities,yoga,5
449,29,activities,golf,5
450,30,amenities,pool,4
451,30,amenities,spa,1
452,30,amenities,gym,4
453,30,amenities,tennis_court,2
454,30,amenities,business_center,5
455,30,dining,main_restaurant,4
456,30,dining,cafe,3
457,30,dining,bar,3
458,30,dining,room_service,5
459,30,dining,buffet,3
460,30,activities,city_tour,1
461,30,activities,beach_activity,5
462,30,activities,cooking_class,4
463,30,activities,yoga,3
464,30,activities,golf,5
465,31,amenities,pool,2
466,31,amenities,spa,1
467,31,amenities,gym,3
468,31,amenities,tennis_court,5
469,31,amenities,business_center,5
470,31,dining,main_restaurant,4
471,31,dining,cafe,1
472,31,dining,bar,5
473,31,dining,room_service,2
474,31,dining,buffet,5
475,31,activities,city_tour,1
476,31,activities,beach_activity,1
477,31,activities,cooking_class,4
478,31,activities,yoga,3
479,31,activities,golf,4
480,32,amenities,pool,3
481,32,amenities,spa,2
482,32,amenities,gym,4
483,32,amenities,tennis_court,1
484,32,amenities,business_center,4
485,32,dining,main_restaurant,5
486,32,dining,cafe,5
487,32,dining,bar,2
488,32,dining,room_service,5
489,32,dining,buffet,5
490,32,activities,city_tour,3
491,32,activities,beach_activity,3
492,32,activities,cooking_class,4
493,32,activities,yoga,3
494,32,activities,golf,1
495,33,amenities,pool,5
496,33,amenities,spa,3
497,33,amenities,gym,3
498,33,amenities,tennis_court,3
499,33,amenities,business_center,3
500,33,dining,main_restaurant,1
501,33,dining,cafe,1
502,33,dining,bar,3
503,33,dining,room_service,4
504,33,dining,buffet,1
505,33,activities,city_tour,4
506,33,activities,beach_activity,5
507,33,activities,cooking_class,1
508,33,activities,yoga,2
509,33,activities,golf,5
510,34,amenities,pool,5
511,34,amenities,spa,5
512,34,amenities,gym,4
513,34,amenities,tennis_court,2
514,34,amenities,business_center,2
515,34,dining,main_restaurant,1
516,34,dining,cafe,1
517,34,dining,bar,1
518,34,dining,room_service,4
519,34,dining,buffet,3
520,34,activities,city_tour,2
521,34,activities,beach_activity,1
522,34,activities,cooking_class,5
523,34,activities,yoga,4
524,34,activities,golf,1
525,35,amenities,pool,4
526,35,amenities,spa,3
527,35,amenities,gym,3
528,35,amenities,tennis_court,2
529,35,amenities,business_center,3
530,35,dining,main_restaurant,4
531,35,dining,cafe,2
532,35,dining,bar,3
533,35,dining,room_service,2
534,35,dining,buffet,1
535,35,activities,city_tour,3
536,35,activities,beach_activity,4
537,35,activities,cooking_class,4
538,35,activities,yoga,4
539,35,activities,golf,5
540,36,amenities,pool,5
541,36,amenities,spa,3
542,36,amenities,gym,1
543,36,amenities,tennis_court,3
544,36,amenities,business_center,1
545,36,dining,main_restaurant,1
546,36,dining,cafe,2
547,36,dining,bar,5
548,36,dining,room_service,1
549,36,dining,buffet,2
550,36,activities,city_tour,2
551,36,activities,beach_activity,4
552,36,activities,cooking_class,1
553,36,activities,yoga,4
554,36,activities,golf,1
555,37,amenities,pool,5
556,37,amenities,spa,5
557,37,amenities,gym,1
558,37,amenities,tennis_court,2
559,37,amenities,business_center,3
560,37,dining,main_restaurant,5
561,37,dining,cafe,4
562,37,dining,bar,4
563,37,dining,room_service,4
564,37,dining,buffet,5
565,37,activities,city_tour,3
566,37,activities,beach_activity,2
567,37,activities,cooking_class,5
568,37,activities,yoga,1
569,37,activities,golf,5
570,38,amenities,pool,5
571,38,amenities,spa,3
572,38,amenities,gym,4
573,38,amenities,tennis_court,4
574,38,amenities,business_center,3
575,38,dining,main_restaurant,1
576,38,dining,cafe,2
577,38,dining,bar,4
578,38,dining,room_service,2
579,38,dining,buffet,4
580,38,activities,city_tour,4
581,38,activities,beach_activity,2
582,38,activities,cooking_class,3
583,38,activities,yoga,5
584,38,activities,golf,3
585,39,amenities,pool,1
586,39,amenities,spa,3
587,39,amenities,gym,4
588,39,amenities,tennis_court,2
589,39,amenities,business_center,1
590,39,dining,main_restaurant,5
591,39,dining,cafe,4
592,39,dining,bar,4
593,39,dining,room_service,3
594,39,dining,buffet,1
595,39,activities,city_tour,2
596,39,activities,beach_activity,5
597,39,activities,cooking_class,3
598,39,activities,yoga,3
599,39,activities,golf,5
600,40,amenities,pool,5
601,40,amenities,spa,5
602,40,amenities,gym,4
603,40,amenities,tennis_court,2
604,40,amenities,business_center,5
605,40,dining,main_restaurant,3
606,40,dining,cafe,2
607,40,dining,bar,4
608,40,dining,room_service,3
609,40,dining,buffet,2
610,40,activities,city_tour,5
611,40,activities,beach_activity,2
612,40,activities,cooking_class,3
613,40,activities,yoga,1
614,40,activities,golf,3
615,41,amenities,pool,5
616,41,amenities,spa,4
617,41,amenities,gym,3
618,41,amenities,tennis_court,2
619,41,amenities,business_center,2
620,41,dining,main_restaurant,1
621,41,dining,cafe,2
622,41,dining,bar,1
623,41,dining,room_service,1
624,41,dining,buffet,5
625,41,activities,city_tour,5
626,41,activities,beach_activity,3
627,41,activities,cooking_class,3
628,41,activities,yoga,4
629,41,activities,golf,3
630,42,amenities,pool,1
631,42,amenities,spa,3
632,42,amenities,gym,1
633,42,amenities,tennis_court,1
634,42,amenities,business_center,1
635,42,dining,main_restaurant,4
636,42,dining,cafe,5
637,42,dining,bar,5
638,42,dining,room_service,2
639,42,dining,buffet,1
640,42,activities,city_tour,1
641,42,activities,beach_activity,2
642,42,activities,cooking_class,3
643,42,activities,yoga,5
644,42,activities,golf,5
645,43,amenities,pool,2
646,43,amenities,spa,2
647,43,amenities,gym,4
648,43,amenities,tennis_court,4
649,43,amenities,business_center,2
650,43,dining,main_restaurant,2
651,43,dining,cafe,2
652,43,dining,bar,1
653,43,dining,room_service,2
654,43,dining,buffet,1
655,43,activities,city_tour,1
656,43,activities,beach_activity,4
657,43,activities,cooking_class,4
658,43,activities,yoga,5
659,43,activities,golf,3
660,44,amenities,pool,2
661,44,amenities,spa,3
662,44,amenities,gym,3
663,44,amenities,tennis_court,2
664,44,amenities,business_center,2
665,44,dining,main_restaurant,5
666,44,dining,cafe,4
667,44,dining,bar,2
668,44,dining,room_service,4
669,44,dining,buffet,4
670,44,activities,city_tour,3
671,44,activities,beach_activity,3
672,44,activities,cooking_class,2
673,44,activities,yoga,4
674,44,activities,golf,2
675,45,amenities,pool,3
676,45,amenities,spa,2
677,45,amenities,gym,1
678,45,amenities,tennis_court,1
679,45,amenities,business_center,3
680,45,dining,main_restaurant,3
681,45,dining,cafe,1
682,45,dining,bar,2
683,45,dining,room_service,4
684,45,dining,buffet,2
685,45,activities,city_tour,3
686,45,activities,beach_activity,1
687,45,activities,cooking_class,4
688,45,activities,yoga,4
689,45,activities,golf,5
690,46,amenities,pool,4
691,46,amenities,spa,3
692,46,amenities,gym,5
693,46,amenities,tennis_court,3
694,46,amenities,business_center,4
695,46,dining,main_restaurant,1
696,46,dining,cafe,5
697,46,dining,bar,1
698,46,dining,room_service,2
699,46,dining,buffet,2
700,46,activities,city_tour,1
701,46,activities,beach_activity,4
702,46,activities,cooking_class,1
703,46,activities,yoga,2
704,46,activities,golf,2
705,47,amenities,pool,3
706,47,amenities,spa,1
707,47,amenities,gym,2
708,47,amenities,tennis_court,1
709,47,amenities,business_center,5
710,47,dining,main_restaurant,4
711,47,dining,cafe,5
712,47,dining,bar,1
713,47,dining,room_service,1
714,47,dining,buffet,4
715,47,activities,city_tour,1
716,47,activities,beach_activity,3
717,47,activities,cooking_class,1
718,47,activities,yoga,3
719,47,activities,golf,3
720,48,amenities,pool,5
721,48,amenities,spa,4
722,48,amenities,gym,1
723,48,amenities,tennis_court,2
724,48,amenities,business_center,3
725,48,dining,main_restaurant,3
726,48,dining,cafe,3
727,48,dining,bar,4
728,48,dining,room_service,5
729,48,dining,buffet,1
730,48,activities,city_tour,4
731,48,activities,beach_activity,1
732,48,activities,cooking_class,2
733,48,activities,yoga,1
734,48,activities,golf,5
735,49,amenities,pool,1
736,49,amenities,spa,3
737,49,amenities,gym,3
738,49,amenities,tennis_court,3
739,49,amenities,business_center,1
740,49,dining,main_restaurant,3
741,49,dining,cafe,1
742,49,dining,bar,4
743,49,dining,room_service,1
744,49,dining,buffet,2
745,49,activities,city_tour,3
746,49,activities,beach_activity,1
747,49,activities,cooking_class,4
748,49,activities,yoga,3
749,49,activities,golf,1
750,50,amenities,pool,3
751,50,amenities,spa,4
752,50,amenities,gym,1
753,50,amenities,tennis_court,1
754,50,amenities,business_center,4
755,50,dining,main_restaurant,1
756,50,dining,cafe,5
757,50,dining,bar,1
758,50,dining,room_service,3
759,50,dining,buffet,2
760,50,activities,city_tour,5
761,50,activities,beach_activity,2
762,50,activities,cooking_class,3
763,50,activities,yoga,5
764,50,activities,golf,1
765,51,amenities,pool,3
766,51,amenities,spa,5
767,51,amenities,gym,1
768,51,amenities,tennis_court,2
769,51,amenities,business_center,3
770,51,dining,main_restaurant,4
771,51,dining,cafe,5
772,51,dining,bar,4
773,51,dining,room_service,2
774,51,dining,buffet,4
775,51,activities,city_tour,3
776,51,activities,beach_activity,1
777,51,activities,cooking_class,4
778,51,activities,yoga,1
779,51,activities,golf,5
780,52,amenities,pool,1
781,52,amenities,spa,5
782,52,amenities,gym,1
783,52,amenities,tennis_court,2
784,52,amenities,business_center,5
785,52,dining,main_restaurant,3
786,52,dining,cafe,3
787,52,dining,bar,1
788,52,dining,room_service,2
789,52,dining,buffet,4
790,52,activities,city_tour,4
791,52,activities,beach_activity,4
792,52,activities,cooking_class,3
793,52,activities,yoga,1
794,52,activities,golf,5
795,53,amenities,pool,2
796,53,amenities,spa,4
797,53,amenities,gym,5
798,53,amenities,tennis_court,2
799,53,amenities,business_center,3
800,53,dining,main_restaurant,4
801,53,dining,cafe,2
802,53,dining,bar,1
803,53,dining,room_service,2
804,53,dining,buffet,5
805,53,activities,city_tour,4
806,53,activities,beach_activity,4
807,53,activities,cooking_class,5
808,53,activities,yoga,3
809,53,activities,golf,3
810,54,amenities,pool,4
811,54,amenities,spa,3
812,54,amenities,gym,4
813,54,amenities,tennis_court,1
814,54,amenities,business_center,1
815,54,dining,main_restaurant,5
816,54,dining,cafe,5
817,54,dining,bar,3
818,54,dining,room_service,2
819,54,dining,buffet,3
820,54,activities,city_tour,3
821,54,activities,beach_activity,2
822,54,activities,cooking_class,1
823,54,activities,yoga,5
824,54,activities,golf,4
825,55,amenities,pool,5
826,55,amenities,spa,4
827,55,amenities,gym,1
828,55,amenities,tennis_court,1
829,55,amenities,business_center,3
830,55,dining,main_restaurant,4
831,55,dining,cafe,1
832,55,dining,bar,4
833,55,dining,room_service,5
834,55,dining,buffet,5
835,55,activities,city_tour,2
836,55,activities,beach_activity,3
837,55,activities,cooking_class,2
838,55,activities,yoga,2
839,55,activities,golf,2
840,56,amenities,pool,2
841,56,amenities,spa,1
842,56,amenities,gym,2
843,56,amenities,tennis_court,2
844,56,amenities,business_center,1
845,56,dining,main_restaurant,5
846,56,dining,cafe,4
847,56,dining,bar,5
848,56,dining,room_service,1
849,56,dining,buffet,5
850,56,activities,city_tour,2
851,56,activities,beach_activity,2
852,56,activities,cooking_class,2
853,56,activities,yoga,1
854,56,activities,golf,2
855,57,amenities,pool,4
856,57,amenities,spa,2
857,57,amenities,gym,2
858,57,amenities,tennis_court,4
859,57,amenities,business_center,1
860,57,dining,main_restaurant,2
861,57,dining,cafe,4
862,57,dining,bar,5
863,57,dining,room_service,3
864,57,dining,buffet,2
865,57,activities,city_tour,2
866,57,activities,beach_activity,2
867,57,activities,cooking_class,2
868,57,activities,yoga,5
869,57,activities,golf,1
870,58,amenities,pool,1
871,58,amenities,spa,4
872,58,amenities,gym,5
873,58,amenities,tennis_court,4
874,58,amenities,business_center,5
875,58,dining,main_restaurant,5
876,58,dining,cafe,3
877,58,dining,bar,3
878,58,dining,room_service,3
879,58,dining,buffet,4
880,58,activities,city_tour,3
881,58,activities,beach_activity,1
882,58,activities,cooking_class,3
883,58,activities,yoga,2
884,58,activities,golf,2
885,59,amenities,pool,4
886,59,amenities,spa,2
887,59,amenities,gym,5
888,59,amenities,tennis_court,3
889,59,amenities,business_center,4
890,59,dining,main_restaurant,5
891,59,dining,cafe,3
892,59,dining,bar,5
893,59,dining,room_service,3
894,59,dining,buffet,1
895,59,activities,city_tour,4
896,59,activities,beach_activity,4
897,59,activities,cooking_class,3
898,59,activities,yoga,1
899,59,activities,golf,2
900,60,amenities,pool,4
901,60,amenities,spa,4
902,60,amenities,gym,5
903,60,amenities,tennis_court,4
904,60,amenities,business_center,3
905,60,dining,main_restaurant,1
906,60,dining,cafe,4
907,60,dining,bar,4
908,60,dining,room_service,4
909,60,dining,buffet,5
910,60,activities,city_tour,2
911,60,activities,beach_activity,5
912,60,activities,cooking_class,4
913,60,activities,yoga,1
914,60,activities,golf,5
915,61,amenities,pool,4
916,61,amenities,spa,1
917,61,amenities,gym,2
918,61,amenities,tennis_court,3
919,61,amenities,business_center,2
920,61,dining,main_restaurant,4
921,61,dining,cafe,4
922,61,dining,bar,5
923,61,dining,room_service,5
924,61,dining,buffet,2
925,61,activities,city_tour,3
926,61,activities,beach_activity,4
927,61,activities,cooking_class,4
928,61,activities,yoga,1
929,61,activities,golf,1
930,62,amenities,pool,4
931,62,amenities,spa,2
932,62,amenities,gym,2
933,62,amenities,tennis_court,4
934,62,amenities,business_center,5
935,62,dining,main_restaurant,1
936,62,dining,cafe,2
937,62,dining,bar,3
938,62,dining,room_service,4
939,62,dining,buffet,4
940,62,activities,city_tour,1
941,62,activities,beach_activity,4
942,62,activities,cooking_class,2
943,62,activities,yoga,2
944,62,activities,golf,1
945,63,amenities,pool,3
946,63,amenities,spa,1
947,63,amenities,gym,3
948,63,amenities,tennis_court,1
949,63,amenities,business_center,3
950,63,dining,main_restaurant,1
951,63,dining,cafe,3
952,63,dining,bar,2
953,63,dining,room_service,5
954,63,dining,buffet,4
955,63,activities,city_tour,5
956,63,activities,beach_activity,4
957,63,activities,cooking_class,2
958,63,activities,yoga,4
959,63,activities,golf,1
960,64,amenities,pool,5
961,64,amenities,spa,3
962,64,amenities,gym,2
963,64,amenities,tennis_court,3
964,64,amenities,business_center,2
965,64,dining,main_restaurant,1
966,64,dining,cafe,1
967,64,dining,bar,1
968,64,dining,room_service,4
969,64,dining,buffet,3
970,64,activities,city_tour,1
971,64,activities,beach_activity,4
972,64,activities,cooking_class,5
973,64,activities,yoga,1
974,64,activities,golf,1
975,65,amenities,pool,1
976,65,amenities,spa,2
977,65,amenities,gym,5
978,65,amenities,tennis_court,3
979,65,amenities,business_center,3
980,65,dining,main_restaurant,5
981,65,dining,cafe,5
982,65,dining,bar,5
983,65,dining,room_service,3
984,65,dining,buffet,1
985,65,activities,city_tour,2
986,65,activities,beach_activity,5
987,65,activities,cooking_class,5
988,65,activities,yoga,3
989,65,activities,golf,5
990,66,amenities,pool,2
991,66,amenities,spa,3
992,66,amenities,gym,3
993,66,amenities,tennis_court,2
994,66,amenities,business_center,2
995,66,dining,main_restaurant,2
996,66,dining,cafe,5
997,66,dining,bar,4
998,66,dining,room_service,4
999,66,dining,buffet,4
1000,66,activities,city_tour,2
1001,66,activities,beach_activity,3
1002,66,activities,cooking_class,4
1003,66,activities,yoga,1
1004,66,activities,golf,5
1005,67,amenities,pool,1
1006,67,amenities,spa,4
1007,67,amenities,gym,5
1008,67,amenities,tennis_court,1
1009,67,amenities,business_center,3
1010,67,dining,main_restaurant,1
1011,67,dining,cafe,2
1012,67,dining,bar,4
1013,67,dining,room_service,4
1014,67,dining,buffet,1
1015,67,activities,city_tour,3
1016,67,activities,beach_activity,3
1017,67,activities,cooking_class,5
1018,67,activities,yoga,1
1019,67,activities,golf,2
1020,68,amenities,pool,4
