User_ID,Category,Activity,Rating,Time_Spent
User_015,dining,room_service,3,114
User_015,activities,yoga,5,141
User_015,amenities,spa,1,96
User_015,dining,bar,2,80
User_015,dining,bar,5,140
User_015,dining,buffet,5,167
User_015,dining,main_restaurant,4,71
User_015,dining,main_restaurant,3,103
User_016,activities,cooking_class,3,94
User_016,activities,city_tour,4,174
User_016,dining,main_restaurant,3,141
User_016,amenities,tennis_court,5,125
User_016,amenities,business_center,4,109
User_016,amenities,pool,2,46
User_016,activities,city_tour,3,173
User_016,amenities,gym,4,47
User_016,activities,yoga,2,90
User_017,activities,yoga,1,61
User_017,dining,room_service,4,58
User_017,amenities,pool,3,123
User_017,dining,bar,1,96
User_017,activities,golf,5,56
User_017,amenities,spa,1,59
User_017,activities,golf,4,133
User_017,amenities,gym,4,127
User_018,amenities,business_center,4,177
User_018,dining,bar,1,86
User_018,amenities,gym,5,126
User_018,amenities,pool,2,85
User_018,dining,cafe,5,77
User_018,amenities,business_center,3,55
User_018,dining,room_service,4,53
User_019,dining,main_restaurant,1,35
User_019,activities,golf,4,61
User_019,amenities,business_center,4,173
User_019,amenities,pool,3,141
User_019,activities,city_tour,2,110
User_019,amenities,tennis_court,1,112
User_019,dining,buffet,4,103
User_019,amenities,tennis_court,2,88
User_019,activities,golf,4,31
User_019,amenities,gym,4,121
User_020,amenities,pool,4,43
User_020,amenities,tennis_court,4,39
User_020,activities,beach_activity,4,165
User_020,amenities,pool,1,111
User_020,dining,cafe,4,94
User_020,amenities,spa,2,164
User_020,amenities,business_center,5,104
User_020,amenities,tennis_court,3,131
User_021,amenities,tennis_court,2,43
User_021,dining,buffet,1,98
User_021,amenities,tennis_court,1,33
User_021,activities,yoga,1,90
User_021,amenities,spa,5,147
User_021,amenities,gym,1,95
User_021,activities,cooking_class,4,141
User_021,activities,yoga,4,111
User_021,amenities,gym,3,163
User_021,dining,buffet,4,73
User_021,dining,room_service,2,137
User_021,amenities,pool,5,77
User_021,amenities,business_center,3,120
User_021,dining,cafe,5,45
User_021,amenities,spa,5,127
User_022,dining,room_service,2,125
User_022,dining,main_restaurant,5,65
User_022,activities,beach_activity,1,38
User_022,amenities,gym,5,82
User_022,amenities,business_center,4,94
User_022,activities,beach_activity,2,94
User_022,activities,city_tour,2,129
User_022,dining,cafe,4,98
User_022,amenities,spa,3,32
User_022,activities,city_tour,4,94
User_022,activities,city_tour,1,53
User_022,dining,main_restaurant,5,121
User_022,dining,buffet,2,144
User_023,activities,cooking_class,1,139
User_023,amenities,pool,2,30
User_023,dining,buffet,1,165
User_023,amenities,tennis_court,5,129
User_023,amenities,business_center,5,177
User_023,dining,bar,4,73
User_023,activities,cooking_class,4,36
User_023,amenities,tennis_court,2,103
User_023,dining,main_restaurant,3,137
User_023,dining,bar,3,62
User_023,amenities,pool,5,160
User_024,amenities,tennis_court,2,175
User_024,activities,cooking_class,2,172
User_024,activities,yoga,5,100
User_024,activities,beach_activity,4,142
User_024,activities,city_tour,3,32
User_024,amenities,tennis_court,5,122
User_024,dining,bar,1,143
User_024,dining,buffet,5,80
User_024,dining,cafe,2,119
User_024,amenities,pool,1,159
User_025,activities,golf,5,36
User_025,amenities,gym,5,31
User_025,activities,beach_activity,2,134
User_025,dining,main_restaurant,5,156
User_025,amenities,gym,5,102
User_025,dining,buffet,4,161
User_025,amenities,pool,5,142
User_026,amenities,gym,4,38
User_026,activities,cooking_class,1,168
User_026,amenities,gym,2,105
User_026,activities,city_tour,3,157
User_026,amenities,spa,4,76
User_026,amenities,gym,3,57
User_026,dining,bar,1,102
User_027,dining,main_restaurant,5,127
User_027,dining,cafe,2,103
User_027,amenities,business_center,3,155
User_027,dining,cafe,1,32
User_027,dining,cafe,3,154
User_027,dining,room_service,5,154
User_027,dining,buffet,5,39
User_027,amenities,spa,3,45
User_027,dining,main_restaurant,1,120
User_027,amenities,gym,5,90
User_027,dining,bar,4,171
User_027,amenities,business_center,1,132
User_027,dining,main_restaurant,2,75
User_027,dining,buffet,4,48
User_028,activities,city_tour,3,107
User_028,amenities,pool,4,180
User_028,activities,cooking_class,2,173
User_028,amenities,tennis_court,2,132
User_028,dining,bar,5,64
User_029,amenities,gym,1,111
User_029,amenities,spa,5,144
User_029,amenities,business_center,1,83
User_029,amenities,tennis_court,5,90
User_029,activities,golf,2,49
User_029,dining,main_restaurant,1,178
User_029,dining,buffet,4,148
User_029,activities,golf,5,64
User_029,activities,city_tour,4,139
User_029,activities,beach_activity,5,83
User_029,dining,buffet,4,133
User_029,amenities,gym,1,154
User_029,dining,cafe,5,79
User_030,activities,cooking_class,5,162
User_030,dining,bar,3,155
User_030,amenities,spa,1,95
User_030,activities,cooking_class,5,170
User_030,activities,golf,5,119
User_030,activities,cooking_class,4,160
User_030,activities,golf,1,42
User_030,activities,city_tour,4,53
User_030,amenities,pool,2,114
User_030,dining,room_service,4,115
User_030,activities,city_tour,1,80
User_030,activities,golf,5,95
User_031,amenities,gym,2,73
User_031,dining,buffet,3,47
User_031,dining,bar,1,152
User_031,activities,city_tour,1,69
User_031,dining,buffet,2,43
User_032,dining,buffet,3,177
User_032,activities,golf,5,65
User_032,dining,bar,3,41
User_032,amenities,spa,4,117
User_032,dining,buffet,5,88
User_032,activities,beach_activity,2,138
User_032,amenities,business_center,2,145
User_032,dining,bar,2,113
User_032,amenities,spa,1,160
User_032,activities,yoga,4,124
User_032,dining,main_restaurant,4,65
User_032,activities,beach_activity,1,111
User_032,amenities,gym,3,82
User_032,activities,beach_activity,5,73
User_032,dining,buffet,5,30
User_033,activities,city_tour,2,87
User_033,activities,golf,4,86
User_033,activities,yoga,2,97
User_033,amenities,gym,2,136
User_033,activities,beach_activity,2,30
User_033,dining,main_restaurant,4,152
User_033,activities,yoga,2,109
User_033,activities,city_tour,3,33
User_033,activities,city_tour,4,46
User_033,activities,golf,1,91
User_034,amenities,gym,3,82
User_034,amenities,spa,5,143
User_034,amenities,spa,2,102
User_034,dining,buffet,2,129
User_034,activities,cooking_class,3,99
User_034,amenities,business_center,2,138
User_034,dining,main_restaurant,2,104
User_034,amenities,gym,5,160
User_035,amenities,gym,4,66
User_035,dining,room_service,5,170
User_035,dining,bar,4,84
User_035,dining,room_service,3,66
User_035,activities,yoga,4,106
User_035,amenities,spa,2,96
User_035,dining,cafe,1,40
User_035,amenities,spa,1,147
User_035,amenities,gym,4,46
User_035,amenities,spa,2,118
User_035,amenities,pool,3,49
User_035,amenities,spa,1,137
User_035,amenities,business_center,2,172
User_035,amenities,business_center,1,56
User_036,activities,beach_activity,1,147
User_036,amenities,gym,3,80
User_036,amenities,business_center,4,152
User_036,dining,bar,2,71
User_036,dining,cafe,2,36
User_037,activities,golf,4,75
User_037,activities,golf,3,151
User_037,amenities,tennis_court,5,106
User_037,amenities,business_center,3,121
User_037,amenities,spa,1,148
User_037,activities,golf,4,170
User_037,activities,yoga,4,68
User_037,amenities,pool,3,157
User_037,dining,room_service,4,150
User_037,activities,cooking_class,4,117
User_037,dining,buffet,1,119
User_038,amenities,tennis_court,2,39
User_038,amenities,tennis_court,3,60
User_038,amenities,spa,5,61
User_038,activities,yoga,5,111
User_038,activities,yoga,2,91
User_038,dining,buffet,2,129
User_038,dining,buffet,2,106
User_038,activities,beach_activity,2,64
User_038,activities,beach_activity,1,98
User_038,activities,cooking_class,2,48
User_038,activities,golf,5,103
User_039,amenities,pool,1,73
User_039,dining,room_service,1,73
User_039,dining,bar,2,130
User_039,amenities,business_center,4,34
User_039,dining,bar,5,107
User_039,amenities,tennis_court,4,72
User_039,amenities,tennis_court,3,116
User_039,amenities,pool,2,154
User_039,dining,main_restaurant,1,131
User_040,dining,main_restaurant,4,73
User_040,activities,yoga,1,31
User_040,dining,buffet,1,39
User_040,dining,buffet,2,128
User_040,amenities,tennis_court,3,110
User_040,activities,yoga,4,55
User_040,activities,cooking_class,3,76
User_041,amenities,pool,5,161
User_041,amenities,spa,1,171
User_041,dining,main_restaurant,5,57
User_041,dining,cafe,5,32
User_041,activities,yoga,4,34
User_042,activities,yoga,5,172
User_042,dining,cafe,5,45
User_042,dining,buffet,1,167
User_042,amenities,tennis_court,5,169
User_042,dining,room_service,2,134
User_042,amenities,business_center,2,53
User_042,activities,golf,2,161
User_042,dining,cafe,4,84
User_042,amenities,business_center,4,35
User_042,activities,golf,2,79
User_042,dining,cafe,1,162
User_042,dining,main_restaurant,5,80
User_042,dining,main_restaurant,3,111
User_043,amenities,spa,5,118
User_043,amenities,pool,3,68
User_043,amenities,spa,3,80
User_043,amenities,spa,4,133
User_043,dining,room_service,4,165
User_043,dining,room_service,5,58
User_043,dining,bar,4,103
User_044,activities,city_tour,5,170
User_044,activities,beach_activity,4,176
User_044,dining,cafe,3,98
User_044,amenities,business_center,2,115
User_044,activities,cooking_class,1,147
User_044,activities,beach_activity,2,169
User_044,amenities,gym,4,64
User_044,dining,room_service,2,160
User_044,activities,golf,1,157
User_044,activities,yoga,1,169
User_044,amenities,pool,4,177
User_045,dining,buffet,2,75
User_045,amenities,business_center,3,41
User_045,activities,golf,3,72
User_045,activities,golf,5,124
User_045,amenities,pool,1,116
User_045,amenities,gym,1,174
User_045,amenities,business_center,4,58
User_045,amenities,spa,3,147
User_046,amenities,pool,2,85
User_046,activities,beach_activity,1,33
User_046,activities,cooking_class,5,32
User_046,dining,buffet,4,157
User_046,amenities,tennis_court,3,119
User_046,activities,beach_activity,2,43
User_046,dining,main_restaurant,4,159
User_046,activities,city_tour,4,177
User_046,activities,city_tour,3,57
User_046,activities,cooking_class,5,148
User_046,amenities,pool,1,75
User_047,activities,city_tour,4,65
User_047,dining,room_service,1,55
User_047,dining,cafe,1,136
User_047,dining,cafe,4,82
User_047,amenities,tennis_court,1,95
User_047,amenities,tennis_court,3,48
User_047,amenities,business_center,2,89
User_047,amenities,tennis_court,1,90
User_047,amenities,pool,1,52
User_048,dining,cafe,1,169
User_048,activities,city_tour,5,52
User_048,activities,beach_activity,1,148
User_048,activities,cooking_class,5,147
User_048,activities,golf,1,121
User_048,activities,city_tour,1,127
User_049,amenities,tennis_court,5,33
User_049,amenities,tennis_court,1,79
User_049,dining,cafe,1,122
User_049,amenities,spa,2,173
User_049,amenities,business_center,3,173
User_050,activities,yoga,5,143
User_050,amenities,pool,3,124
User_050,dining,cafe,3,91
User_050,amenities,business_center,1,71
User_050,dining,buffet,1,116
User_050,activities,beach_activity,4,87
User_050,amenities,gym,3,141
User_050,amenities,business_center,1,174
User_050,dining,room_service,2,109
User_050,dining,buffet,1,49
User_050,activities,city_tour,5,94
User_050,amenities,business_center,2,84
User_050,activities,city_tour,3,57
User_051,amenities,tennis_court,5,139
User_051,amenities,spa,3,91
User_051,activities,cooking_class,1,74
User_051,amenities,tennis_court,2,82
User_051,activities,city_tour,3,159
User_051,activities,cooking_class,2,178
User_051,dining,bar,2,148
User_051,dining,bar,4,30
User_051,activities,yoga,1,62
User_051,amenities,spa,5,175
User_051,dining,buffet,4,101
User_051,amenities,business_center,2,75
User_051,activities,yoga,5,108
User_052,activities,cooking_class,2,175
User_052,dining,cafe,4,149
User_052,activities,beach_activity,4,171
User_052,dining,cafe,2,70
User_052,activities,yoga,3,160
User_052,dining,bar,1,51
User_052,amenities,spa,5,177
User_052,dining,main_restaurant,1,81
User_052,activities,yoga,2,63
User_052,dining,room_service,3,144
User_052,activities,yoga,3,154
User_052,activities,golf,2,60
User_052,amenities,spa,5,172
User_052,dining,cafe,4,67
User_052,amenities,business_center,3,139
User_053,amenities,pool,5,159
User_053,activities,beach_activity,5,161
User_053,dining,buffet,1,82
User_053,dining,buffet,1,132
User_053,activities,yoga,4,36
User_053,dining,main_restaurant,3,88
User_053,amenities,spa,3,164
User_053,dining,room_service,1,68
User_053,dining,room_service,3,112
User_053,dining,main_restaurant,3,83
User_053,amenities,business_center,5,92
User_053,amenities,pool,4,58
User_054,activities,cooking_class,5,122
User_054,activities,beach_activity,4,110
User_054,activities,cooking_class,4,133
User_054,dining,main_restaurant,4,60
User_054,dining,cafe,4,59
User_054,dining,buffet,5,50
User_054,dining,bar,2,102
User_054,amenities,business_center,4,62
User_054,amenities,gym,5,121
User_054,amenities,business_center,3,38
User_054,dining,bar,1,62
User_054,activities,golf,1,104
User_055,dining,buffet,1,41
User_055,amenities,business_center,3,157
User_055,amenities,gym,5,155
User_055,amenities,spa,1,179
User_055,dining,room_service,4,53
User_055,activities,cooking_class,2,94
User_055,activities,golf,2,157
User_056,activities,cooking_class,2,171
User_056,dining,cafe,1,72
User_056,dining,room_service,3,112
User_056,amenities,gym,2,149
User_056,dining,room_service,4,61
User_056,dining,room_service,5,38
User_056,dining,cafe,2,45
User_056,amenities,pool,2,102
User_057,amenities,tennis_court,1,49
User_057,amenities,pool,4,70
User_057,activities,golf,1,112
User_057,amenities,spa,2,106
User_057,activities,yoga,2,75
User_057,activities,golf,1,125
User_057,dining,room_service,1,49
User_057,dining,bar,3,117
User_057,activities,golf,2,46
User_057,activities,cooking_class,5,102
User_057,dining,bar,2,110
User_057,dining,room_service,1,106
User_057,activities,yoga,4,83
User_057,activities,cooking_class,5,34
User_058,dining,room_service,1,113
User_058,activities,cooking_class,3,46
User_058,dining,buffet,1,84
User_058,amenities,spa,5,108
User_058,amenities,business_center,3,142
User_059,dining,room_service,2,61
User_059,dining,bar,5,95
User_059,amenities,gym,3,47
User_059,dining,room_service,5,107
User_059,activities,golf,4,166
User_059,dining,main_restaurant,1,48
User_059,activities,yoga,2,130
User_059,dining,main_restaurant,3,160
User_060,activities,beach_activity,3,111
User_060,activities,cooking_class,5,91
User_060,amenities,pool,3,93
User_060,activities,cooking_class,5,66
User_060,amenities,pool,4,106
User_060,dining,bar,1,146
User_060,activities,cooking_class,5,67
User_060,amenities,pool,2,163
User_060,dining,bar,4,30
User_060,activities,city_tour,5,156
User_061,dining,buffet,3,42
User_061,dining,cafe,5,31
User_061,activities,beach_activity,5,91
User_061,activities,yoga,2,96
User_061,dining,room_service,2,45
User_061,amenities,business_center,4,164
User_061,amenities,pool,2,45
User_061,amenities,gym,5,105
User_061,activities,beach_activity,2,95
User_061,dining,room_service,3,132
User_061,activities,city_tour,3,74
User_061,dining,buffet,3,160
User_061,activities,golf,3,129
User_061,activities,golf,3,47
User_061,amenities,gym,3,84
User_062,dining,bar,3,125
User_062,activities,beach_activity,1,41
User_062,activities,city_tour,4,131
User_062,dining,cafe,5,112
User_062,dining,main_restaurant,3,112
User_062,activities,golf,3,33
User_062,dining,room_service,2,145
User_062,activities,city_tour,1,170
User_062,dining,main_restaurant,2,89
User_062,activities,beach_activity,2,170
User_062,activities,city_tour,5,121
User_062,amenities,tennis_court,5,83
User_062,activities,city_tour,4,85
User_062,dining,main_restaurant,5,100
User_062,amenities,business_center,3,83
User_063,amenities,gym,5,33
User_063,activities,yoga,5,149
User_063,dining,main_restaurant,2,82
User_063,amenities,pool,3,49
User_063,dining,main_restaurant,5,105
User_063,dining,bar,4,45
User_063,amenities,tennis_court,2,68
User_063,activities,cooking_class,3,151
User_063,amenities,tennis_court,2,51
User_064,activities,city_tour,5,102
User_064,amenities,gym,2,64
User_064,amenities,tennis_court,1,71
User_064,activities,beach_activity,5,179
User_064,activities,golf,1,133
User_064,amenities,tennis_court,2,65
User_064,activities,beach_activity,2,73
User_064,dining,bar,5,48
User_064,amenities,spa,4,176
User_064,dining,bar,3,82
User_064,amenities,spa,1,162
User_064,activities,yoga,4,75
User_064,activities,golf,3,110
User_064,activities,cooking_class,4,76
User_065,activities,yoga,5,173
User_065,amenities,pool,5,87
User_065,dining,buffet,3,90
User_065,dining,main_restaurant,1,139
User_065,dining,bar,3,120
User_065,amenities,gym,3,66
User_065,dining,main_restaurant,1,59
User_065,dining,main_restaurant,5,143
User_065,amenities,gym,1,146
User_066,dining,room_service,2,110
User_066,amenities,spa,4,61
User_066,dining,room_service,4,89
User_066,activities,beach_activity,1,161
User_066,activities,golf,1,161
User_067,dining,cafe,2,72
User_067,dining,cafe,2,177
User_067,amenities,spa,3,85
User_067,activities,beach_activity,2,161
User_067,activities,city_tour,4,98
User_067,amenities,tennis_court,3,98
User_067,activities,cooking_class,1,159
User_067,amenities,gym,4,93
User_067,amenities,spa,2,82
User_068,activities,beach_activity,1,120
User_068,amenities,spa,2,51
User_068,dining,room_service,2,142
User_068,activities,beach_activity,3,152
User_068,amenities,pool,2,32
User_068,dining,main_restaurant,5,38
User_068,dining,main_restaurant,1,140
User_068,activities,yoga,5,160
User_068,amenities,tennis_court,3,33
User_068,amenities,spa,3,49
User_068,dining,room_service,1,165
User_069,amenities,tennis_court,1,117
User_069,dining,bar,3,100
User_069,dining,room_service,3,114
User_069,activities,city_tour,2,148
User_069,amenities,spa,4,87
User_069,activities,city_tour,2,112
User_069,amenities,tennis_court,2,169
User_069,amenities,spa,4,157
User_069,activities,cooking_class,4,149
User_069,activities,cooking_class,4,143
User_070,amenities,pool,4,151
User_070,activities,beach_activity,3,109
User_070,dining,room_service,1,179
User_070,amenities,business_center,1,102
User_070,dining,main_restaurant,2,170
User_070,activities,cooking_class,5,58
User_070,amenities,tennis_court,3,57
User_070,dining,buffet,2,97
User_070,dining,buffet,4,98
User_070,dining,bar,4,175
User_070,activities,yoga,1,137
User_070,activities,cooking_class,5,130
User_070,amenities,business_center,3,74
User_070,activities,yoga,1,128
User_071,activities,golf,2,72
User_071,amenities,spa,1,171
User_071,activities,yoga,5,37
User_071,activities,yoga,5,149
User_071,amenities,business_center,3,169
User_071,activities,cooking_class,1,175
User_071,activities,city_tour,2,144
User_071,amenities,tennis_court,4,146
User_071,activities,cooking_class,1,156
User_071,dining,main_restaurant,4,92
User_072,dining,cafe,1,48
User_072,amenities,pool,4,42
User_072,activities,yoga,3,82
User_072,activities,yoga,1,93
User_072,dining,buffet,2,40
User_073,dining,buffet,5,79
User_073,amenities,pool,1,38
User_073,activities,yoga,2,51
User_073,dining,main_restaurant,4,51
User_073,amenities,pool,5,147
User_073,dining,buffet,1,165
User_073,dining,cafe,2,45
User_073,activities,beach_activity,1,168
User_073,dining,room_service,2,87
User_073,amenities,tennis_court,1,82
User_074,activities,beach_activity,3,41
User_074,amenities,gym,2,89
User_074,activities,city_tour,2,156
User_074,dining,room_service,2,138
User_074,amenities,gym,2,113
User_074,amenities,tennis_court,2,129
User_074,amenities,business_center,5,165
User_074,amenities,spa,4,156
User_074,amenities,business_center,1,94
User_075,amenities,gym,1,111
User_075,dining,buffet,3,36
User_075,activities,yoga,2,77
User_075,activities,cooking_class,1,131
User_075,amenities,tennis_court,4,155
User_075,dining,room_service,3,98
User_075,dining,main_restaurant,3,85
User_076,dining,cafe,1,166
User_076,dining,cafe,2,32
User_076,dining,cafe,3,36
User_076,activities,cooking_class,5,132
User_076,dining,cafe,4,138
User_076,amenities,pool,5,130
User_076,activities,golf,1,97
User_076,activities,yoga,5,84
User_076,dining,room_service,5,165
User_076,dining,cafe,2,133
User_076,activities,city_tour,3,165
User_076,amenities,business_center,2,135
User_076,activities,golf,5,170
User_077,dining,bar,5,125
User_077,dining,main_restaurant,4,68
User_077,activities,city_tour,4,51
User_077,dining,buffet,1,48
User_077,activities,beach_activity,4,177
User_078,activities,golf,4,97
User_078,amenities,gym,3,105
User_078,dining,room_service,2,134
User_078,activities,yoga,1,176
User_078,dining,cafe,3,65
User_079,activities,beach_activity,3,88
User_079,amenities,gym,2,77
User_079,activities,golf,1,62
User_079,dining,cafe,1,95
User_079,amenities,spa,2,109
User_079,activities,cooking_class,5,51
User_079,amenities,pool,2,78
User_079,dining,bar,3,108
User_079,dining,cafe,2,121
User_080,dining,buffet,4,137
User_080,activities,cooking_class,4,38
User_080,amenities,business_center,5,68
User_080,activities,city_tour,4,103
User_080,activities,cooking_class,2,122
User_080,activities,beach_activity,5,67
User_080,activities,city_tour,4,85
User_081,amenities,gym,1,160
User_081,amenities,spa,3,177
User_081,activities,beach_activity,3,138
User_081,activities,yoga,2,125
User_081,amenities,gym,2,48
User_081,amenities,tennis_court,4,134
User_081,dining,room_service,5,45
User_081,dining,cafe,2,91
User_082,activities,beach_activity,2,30
User_082,activities,golf,3,80
User_082,dining,main_restaurant,5,117
User_082,activities,beach_activity,4,79
User_082,activities,cooking_class,4,91
User_083,dining,room_service,5,146
User_083,amenities,pool,3,165
User_083,dining,buffet,1,44
User_083,dining,buffet,3,96
User_083,dining,main_restaurant,3,41
User_083,amenities,spa,1,63
User_083,amenities,pool,2,46
User_083,activities,golf,2,53
User_084,dining,cafe,4,56
User_084,activities,beach_activity,2,59
User_084,activities,golf,5,161
User_084,amenities,business_center,2,61
User_084,amenities,business_center,5,108
User_084,dining,buffet,1,146
User_085,dining,main_restaurant,1,169
User_085,amenities,gym,4,106
User_085,dining,main_restaurant,2,122
User_085,dining,cafe,1,169
User_085,activities,city_tour,1,106
User_085,amenities,gym,3,40
User_085,dining,cafe,5,51
User_085,activities,beach_activity,1,87
User_085,amenities,pool,3,83
User_085,dining,room_service,1,32
User_086,activities,golf,3,173
User_086,amenities,pool,4,86
User_086,amenities,gym,2,174
User_086,activities,beach_activity,4,180
User_086,amenities,tennis_court,3,58
User_086,activities,city_tour,5,180
User_086,activities,cooking_class,4,131
User_086,amenities,spa,3,126
User_086,dining,cafe,3,120
User_086,dining,bar,5,177
User_086,activities,city_tour,5,91
User_086,activities,city_tour,2,60
User_086,activities,yoga,3,156
User_086,activities,city_tour,2,171
User_086,activities,beach_activity,2,125
User_087,dining,buffet,2,45
User_087,dining,room_service,2,82
User_087,dining,bar,2,89
User_087,dining,main_restaurant,2,105
User_087,amenities,tennis_court,5,114
User_087,activities,beach_activity,4,106
User_087,dining,main_restaurant,3,143
User_087,activities,cooking_class,1,143
User_087,dining,bar,1,163
User_087,activities,yoga,1,101
User_087,amenities,business_center,4,107
User_087,amenities,spa,2,90
User_087,activities,golf,3,121
User_087,activities,golf,5,67
User_087,dining,buffet,5,179
User_088,amenities,gym,3,110
User_088,amenities,pool,4,180
User_088,amenities,tennis_court,4,76
User_088,amenities,business_center,1,53
User_088,amenities,business_center,3,65
User_089,amenities,gym,2,136
User_089,amenities,business_center,4,110
User_089,dining,cafe,2,146
User_089,activities,beach_activity,5,99
User_089,amenities,pool,3,51
User_089,amenities,tennis_court,2,56
User_089,dining,cafe,5,123
User_089,amenities,gym,2,67
User_089,dining,main_restaurant,2,135
User_089,dining,main_restaurant,4,156
User_090,activities,city_tour,5,45
User_090,activities,yoga,5,32
User_090,dining,buffet,2,50
User_090,amenities,spa,5,117
User_090,amenities,spa,2,35
User_091,activities,beach_activity,4,43
User_091,dining,buffet,4,131
User_091,amenities,gym,5,120
User_091,amenities,pool,1,135
User_091,amenities,tennis_court,3,71
User_091,dining,room_service,3,67
User_091,amenities,pool,1,74
User_091,dining,cafe,1,109
User_091,activities,cooking_class,4,158
User_091,dining,bar,1,65
User_091,amenities,business_center,3,123
User_092,activities,cooking_class,3,98
User_092,activities,city_tour,4,85
User_092,activities,beach_activity,2,76
User_092,activities,cooking_class,4,60
User_092,dining,buffet,2,36
User_092,amenities,gym,3,95
User_092,amenities,pool,1,40
User_092,amenities,tennis_court,1,51
User_092,amenities,tennis_court,3,106
User_092,activities,golf,5,122
User_093,activities,yoga,5,83
